rank,image_path,state,predicted_text,predicted_length,confidence,verified_text,notes
179,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/valid/MASSACHUSETTS/3.jpg,MASSACHUSETTS,ODE4330,7,0.8661,6DE430,
180,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/MINNESOTA/078.jpg,MINNESOTA,AFB7080,7,0.9886,AFB080,
181,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/MISSOURI/037.jpg,MISSOURI,UJA1662,7,0.9354,UJA162,
182,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/NEBRASKA/073.jpg,NEBRASKA,SNA9339,7,0.9819,SNA939,
183,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/NEVADA/024.jpg,NEVADA,AJXL631,7,0.9135,4JXL631,
184,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/NEW JERSEY/137.jpg,NEW JERSEY,GWA8888,7,0.9601,GWA88B,
185,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/NEW MEXICO/079.jpg,NEW MEXICO,AVS9158,7,0.9337,AVS158,
186,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/NORTH DAKOTA/121.jpg,NORTH DAKOTA,GGP8533,7,0.9913,GGP853,
187,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/OKLAHOMA/010.jpg,OKLAHOMA,PPE9955,7,0.9891,PE995,
188,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/OREGON/096.jpg,OREGON,EZA3210,7,0.9573,E243210,
189,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/RHODE ISLAND/060.jpg,RHODE ISLAND,IDC6133,7,0.9708,1DC613,
190,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/SOUTH CAROLINA/131.jpg,SOUTH CAROLINA,CTC2633,7,0.9864,CTC263,
191,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/SOUTH DAKOTA/055.jpg,SOUTH DAKOTA,HPP1099,7,0.9814,HP109,
192,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/UTAH/052.jpg,UTAH,ELE01RC,7,0.8793,ELECTRC,
193,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/VERMONT/043.jpg,VERMONT,FPT9555,7,0.9075,FPT955,
194,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/ALABAMA/063.jpg,ALABAMA,AOA25K4,7,0.9366,4OA25K4,
195,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/AMERICAN SAMOA/104.jpg,AMERICAN SAMOA,SSA0022,7,0.9525,SA02,
196,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/CNMI/38.jpg,CNMI,ACE1666,7,0.9741,ACE166,
197,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/GUAM/069.jpg,GUAM,AGA7287,7,0.9927,AGA7287,
198,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/HAWAI/041.jpg,HAWAI,MSK6066,7,0.9834,MSK606,
199,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/MISSIPPI/122.jpg,MISSIPPI,DAC8527,7,0.9847,DAC8527,
200,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/PUERTO RICO/033.jpg,PUERTO RICO,HET9974,7,0.9886,HET974,
201,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/U S VIRGIN ISLANDS/084.jpg,U S VIRGIN ISLANDS,CDG8444,7,0.9888,CDG844,
202,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/WASHINGTON DC/088.jpg,WASHINGTON DC,AAS6066,7,0.9443,S606,
203,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/WYOMING/109.jpg,WYOMING,ZZM1103,7,0.759,2211063,
204,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/ARIZONA/087.jpg,ARIZONA,CVM4583,7,0.9872,CVM4583,
205,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/CALIFORNIA/028.jpg,CALIFORNIA,3CRJ892,7,0.9237,3CRJ892,
206,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/CONNECTICUT/025.jpg,CONNECTICUT,AFO0283,7,0.9605,AF00283,
207,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/GEORGIA/107.jpg,GEORGIA,CEJ9413,7,0.9893,CEJ9413,
208,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/IDAHO/123.jpg,IDAHO,BBJ1575,7,0.9316,8BLP575,
209,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/ILLINOIS/026.jpg,ILLINOIS,MIF7600,7,0.9514,MF7600,
210,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/KANSAS/136.jpg,KANSAS,QBF9999,7,0.9839,QBF999,
211,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/MARYLAND/002.jpg,MARYLAND,PKC7735,7,0.9875,PKC735,
212,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/MICHIGAN/120.jpg,MICHIGAN,SEP3599,7,0.9851,SEP359,
213,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/MONTANA/141.jpg,MONTANA,ATI9711,7,0.9361,4T19711,
214,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/NEW HAMPSHIRE/102.jpg,NEW HAMPSHIRE,AII7045,7,0.9524,4II7645,
215,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/NEW YORK/050.jpg,NEW YORK,AEA3499,7,0.9904,AEA3499,
216,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/NORTH CAROLINA/123.jpg,NORTH CAROLINA,PAA9234,7,0.9915,PAA9234,
217,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/OHIO/125.jpg,OHIO,GUX6570,7,0.9902,GUX6570,
218,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/PENNSYLVANIA/014.jpg,PENNSYLVANIA,HMT3570,7,0.9913,HMT3570,
219,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/TENNESSEE/012.jpg,TENNESSEE,MKQ1866,7,0.9868,MKQ186,
220,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/TEXAS/054.jpg,TEXAS,LHD8448,7,0.9873,LHD8448,
221,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/VIRGINIA/141.jpg,VIRGINIA,OLB6388,7,0.9876,OLB638,
222,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/WASHINGTON/085.jpg,WASHINGTON,CAA0286,7,0.9908,CAA0286,
223,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/WEST VIRGINIA/138.jpg,WEST VIRGINIA,NRL3611,7,0.9825,NRL361,
224,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/WISCONSIN/091.jpg,WISCONSIN,MMM3333,7,0.9712,MMM333,
225,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/ALASKA/078.jpg,ALASKA,GBL4828,7,0.9757,GBL828,
226,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/ARKANSAS/058.jpg,ARKANSAS,YGN4122,7,0.9893,YGN412,
227,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/COLORADO/124.jpg,COLORADO,EQR5990,7,0.9807,EQR590,
228,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/DELAWARE/033.jpg,DELAWARE,IGG6022,7,0.8229,166602,
229,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/FLORIDA/124.jpg,FLORIDA,FLI3845,7,0.9604,FL1845,
230,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/INDIANA/077.jpg,INDIANA,BZS2728,7,0.888,82S2728,
231,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/test/IOWA/4.jpg,IOWA,ADY6268,7,0.9392,ADY626,
232,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/valid/KENTUCKY/3.jpg,KENTUCKY,PMR3222,7,0.9754,PMR322,
233,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/LOUISIANA/010.jpg,LOUISIANA,JNT0062,7,0.9845,JNT062,
234,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/MAINE/040.jpg,MAINE,BBJ4418,7,0.7994,834418,
235,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/MASSACHUSETTS/079.jpg,MASSACHUSETTS,AWQ0000,7,0.8616,RW0000,
236,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/MINNESOTA/042.jpg,MINNESOTA,MCX9499,7,0.9866,MCX949,
237,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/MISSOURI/032.jpg,MISSOURI,BXR0077,7,0.9275,BXR067,
238,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/NEBRASKA/051.jpg,NEBRASKA,NEB5517,7,0.9816,NEB517,
239,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/NEVADA/027.jpg,NEVADA,DSZ9558,7,0.8987,DS2958,
240,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/NEW JERSEY/124.jpg,NEW JERSEY,GKC5911,7,0.9332,GKC59W,
241,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/NEW MEXICO/027.jpg,NEW MEXICO,OIR1100,7,0.8844,URLVD,
242,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/NORTH DAKOTA/123.jpg,NORTH DAKOTA,ATS9611,7,0.9905,ATS961,
243,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/valid/OKLAHOMA/1.jpg,OKLAHOMA,LVI1933,7,0.9886,LVI193,
244,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/OREGON/090.jpg,OREGON,ZAN5889,7,0.94,ZAN889,
245,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/RHODE ISLAND/024.jpg,RHODE ISLAND,RTZ7822,7,0.967,RZ782,
246,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/SOUTH CAROLINA/139.jpg,SOUTH CAROLINA,BKP1933,7,0.9798,BKP193,
247,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/SOUTH DAKOTA/051.jpg,SOUTH DAKOTA,SDZ2022,7,0.9812,SD2022,
248,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/UTAH/134.jpg,UTAH,AKM1047,7,0.875,AKM047,
249,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/VERMONT/076.jpg,VERMONT,AZA7188,7,0.8942,A718,
250,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/valid/ALABAMA/2.jpg,ALABAMA,IZZ4001,7,0.9173,12Z4001,
251,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/AMERICAN SAMOA/061.jpg,AMERICAN SAMOA,XII4177,7,0.6938,1417,
252,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/CNMI/34.jpg,CNMI,ADF8901,7,0.9455,ADF901,
253,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/GUAM/085.jpg,GUAM,BAR9555,7,0.991,BAR955,
254,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/HAWAI/053.jpg,HAWAI,FXE3600,7,0.9831,FXE360,
255,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/MISSIPPI/043.jpg,MISSIPPI,KGZ3087,7,0.9846,KG7087,
256,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/PUERTO RICO/051.jpg,PUERTO RICO,HHO6002,7,0.9864,HHO602,
257,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/U S VIRGIN ISLANDS/060.jpg,U S VIRGIN ISLANDS,CCS8772,7,0.9885,CCS872,
258,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/WASHINGTON DC/112.jpg,WASHINGTON DC,ADZ3861,7,0.9378,AD2361,
259,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/WYOMING/028.jpg,WYOMING,ZZM2298,7,0.7122,2222938,
260,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/ARIZONA/095.jpg,ARIZONA,BBW6204,7,0.9837,BBW6204,
261,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/CALIFORNIA/154.jpg,CALIFORNIA,6LIK274,7,0.92,6LIK274,
262,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/CONNECTICUT/017.jpg,CONNECTICUT,BHZ0276,7,0.9345,BH20276,
263,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/GEORGIA/025.jpg,GEORGIA,CAH9576,7,0.9889,CAH9576,
264,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/IDAHO/070.jpg,IDAHO,ACI5277,7,0.9263,C15277,
265,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/test/ILLINOIS/4.jpg,ILLINOIS,GGO0833,7,0.9227,66083,
266,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/KANSAS/036.jpg,KANSAS,GAR9339,7,0.9818,GAR939,
267,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/MARYLAND/158.jpg,MARYLAND,DZM3888,7,0.9844,DZM288,
268,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/MICHIGAN/049.jpg,MICHIGAN,DLW5393,7,0.9845,DLW5393,
269,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/MONTANA/082.jpg,MONTANA,BBD0425,7,0.927,BVD425,
270,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/NEW HAMPSHIRE/086.jpg,NEW HAMPSHIRE,ADM3773,7,0.9165,ADM373,
271,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/NEW YORK/001.jpg,NEW YORK,CPY6755,7,0.99,CPY6755,
272,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/NORTH CAROLINA/012.jpg,NORTH CAROLINA,PAV3803,7,0.9909,PAV3803,
273,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/OHIO/053.jpg,OHIO,BCE3343,7,0.9893,BCE3343,
274,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/PENNSYLVANIA/114.jpg,PENNSYLVANIA,GTB1082,7,0.9894,GTB1082,
275,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/TENNESSEE/096.jpg,TENNESSEE,BDK4221,7,0.9853,BDK4221,
276,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/TEXAS/009.jpg,TEXAS,JRI1928,7,0.9873,JR1928,
277,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/VIRGINIA/105.jpg,VIRGINIA,VBK1313,7,0.983,VBK1313,
278,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/WASHINGTON/140.jpg,WASHINGTON,ACG8095,7,0.9901,ACG8095,
279,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/WEST VIRGINIA/001.jpg,WEST VIRGINIA,OZE4666,7,0.9787,O2E466,
280,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/WISCONSIN/086.jpg,WISCONSIN,DOL4774,7,0.9583,DGL474,
281,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/ALASKA/114.jpg,ALASKA,APV8430,7,0.9732,APV430,
282,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/ARKANSAS/106.jpg,ARKANSAS,WJO4877,7,0.9878,WJO487,
283,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/valid/COLORADO/4.jpg,COLORADO,QLK6577,7,0.9767,QLK657,
284,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/DELAWARE/119.jpg,DELAWARE,9GG0008,7,0.7998,966068,
285,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/FLORIDA/009.jpg,FLORIDA,IOD1438,7,0.9396,10D1438,
286,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/INDIANA/018.jpg,INDIANA,B9C8586,7,0.8833,89C8586,
287,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/test/IOWA/5.jpg,IOWA,CFH7277,7,0.9225,CFH727,
288,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/KENTUCKY/143.jpg,KENTUCKY,RMY1300,7,0.9705,RMY130,
289,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/LOUISIANA/114.jpg,LOUISIANA,AKF6266,7,0.9831,AKF626,
290,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/MAINE/066.jpg,MAINE,MLS1167,7,0.7919,V51167,
291,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/MASSACHUSETTS/154.jpg,MASSACHUSETTS,BAO1660,7,0.8433,340160,
292,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/MINNESOTA/014.jpg,MINNESOTA,EMZ5888,7,0.9851,EMZ588,
293,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/MISSOURI/005.jpg,MISSOURI,AFV3301,7,0.9152,4FV301,
294,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/NEBRASKA/008.jpg,NEBRASKA,TVG9988,7,0.9689,TVG988,
295,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/NEVADA/112.jpg,NEVADA,OBP4009,7,0.8757,OBP409,
296,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/NEW JERSEY/138.jpg,NEW JERSEY,RYV6155,7,0.9266,RYV615,
297,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/NEW MEXICO/109.jpg,NEW MEXICO,PPP2011,7,0.8599,272011,
298,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/NORTH DAKOTA/025.jpg,NORTH DAKOTA,ACH1877,7,0.9902,ACH187,
299,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/OKLAHOMA/094.jpg,OKLAHOMA,GEE7755,7,0.9862,GEE755,
300,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/OREGON/044.jpg,OREGON,ZBP3023,7,0.9069,ZBP023,
301,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/RHODE ISLAND/090.jpg,RHODE ISLAND,XXR3361,7,0.9658,,
302,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/SOUTH CAROLINA/094.jpg,SOUTH CAROLINA,TJP2240,7,0.9787,,
303,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/SOUTH DAKOTA/078.jpg,SOUTH DAKOTA,SDZ2016,7,0.965,,
304,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/UTAH/074.jpg,UTAH,OJJ4394,7,0.8644,,
305,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/VERMONT/042.jpg,VERMONT,MAK7448,7,0.8684,,
306,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/ALABAMA/140.jpg,ALABAMA,BOL6412,7,0.9114,,
307,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/AMERICAN SAMOA/140.jpg,AMERICAN SAMOA,QRR3266,7,0.6739,,
308,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/CNMI/32.jpg,CNMI,ABZ8241,7,0.9334,,
309,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/GUAM/057.jpg,GUAM,ASA6888,7,0.9905,,
310,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/HAWAI/004.jpg,HAWAI,LLC9288,7,0.9823,,
311,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/MISSIPPI/009.jpg,MISSIPPI,KAA1225,7,0.9827,,
312,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/PUERTO RICO/049.jpg,PUERTO RICO,GWA4330,7,0.986,,
313,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/U S VIRGIN ISLANDS/030.jpg,U S VIRGIN ISLANDS,TCX3668,7,0.9881,,
314,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/WASHINGTON DC/091.jpg,WASHINGTON DC,DAF2210,7,0.9348,,
315,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/WYOMING/114.jpg,WYOMING,PAA6713,7,0.7075,,
316,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/ARIZONA/128.jpg,ARIZONA,BCH6890,7,0.9826,,
317,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/CALIFORNIA/124.jpg,CALIFORNIA,3WAL535,7,0.913,,
318,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/CONNECTICUT/040.jpg,CONNECTICUT,BC68274,7,0.9284,,
319,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/GEORGIA/115.jpg,GEORGIA,PFM7470,7,0.9884,,
320,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/IDAHO/132.jpg,IDAHO,REDFI5H,7,0.8983,,
321,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/ILLINOIS/013.jpg,ILLINOIS,ILL1818,7,0.9155,,
322,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/KANSAS/130.jpg,KANSAS,QEH9937,7,0.9792,,
323,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/MARYLAND/064.jpg,MARYLAND,HHI2316,7,0.983,,
324,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/MICHIGAN/144.jpg,MICHIGAN,DGF9695,7,0.9828,,
325,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/MONTANA/146.jpg,MONTANA,MTT1889,7,0.9269,,
326,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/NEW HAMPSHIRE/140.jpg,NEW HAMPSHIRE,PBAWEG0,7,0.8886,,
327,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/NEW YORK/071.jpg,NEW YORK,CNY7445,7,0.9887,,
328,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/test/NORTH CAROLINA/2.jpg,NORTH CAROLINA,PFT7753,7,0.9893,,
329,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/OHIO/041.jpg,OHIO,AFE4637,7,0.9893,,
330,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/PENNSYLVANIA/116.jpg,PENNSYLVANIA,DAA0001,7,0.9886,,
331,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/test/TENNESSEE/3.jpg,TENNESSEE,BCC0420,7,0.9818,,
332,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/TEXAS/058.jpg,TEXAS,GHT8670,7,0.9864,,
333,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/VIRGINIA/127.jpg,VIRGINIA,AZO6327,7,0.9789,,
334,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/WASHINGTON/060.jpg,WASHINGTON,ANN4861,7,0.99,,
335,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/test/WEST VIRGINIA/2.jpg,WEST VIRGINIA,BBI9944,7,0.978,,
336,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/WISCONSIN/130.jpg,WISCONSIN,IZZ3820,7,0.95,,
337,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/ALASKA/109.jpg,ALASKA,VPA9385,7,0.9673,,
338,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/ARKANSAS/032.jpg,ARKANSAS,YBG2337,7,0.9868,,
339,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/COLORADO/065.jpg,COLORADO,PQI7816,7,0.9706,,
340,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/DELAWARE/125.jpg,DELAWARE,ROI6389,7,0.7524,,
341,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/FLORIDA/102.jpg,FLORIDA,FJV800C,7,0.9391,,
342,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/INDIANA/091.jpg,INDIANA,9AA3777,7,0.8731,,
343,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/IOWA/047.jpg,IOWA,AQA3588,7,0.9053,,
344,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/test/KENTUCKY/2.jpg,KENTUCKY,RMR3377,7,0.964,,
345,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/LOUISIANA/124.jpg,LOUISIANA,VHH9333,7,0.9812,,
346,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/MAINE/002.jpg,MAINE,I3O977E,7,0.7832,,
347,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/MASSACHUSETTS/113.jpg,MASSACHUSETTS,GZB3499,7,0.8414,,
348,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/MINNESOTA/108.jpg,MINNESOTA,RKG9988,7,0.9828,,
349,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/valid/MISSOURI/5.jpg,MISSOURI,YMG3992,7,0.9057,,
350,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/NEBRASKA/069.jpg,NEBRASKA,SRG6882,7,0.8422,,
351,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/NEVADA/124.jpg,NEVADA,ABC1234,7,0.8622,,
352,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/NEW JERSEY/121.jpg,NEW JERSEY,AVA6799,7,0.9003,,
353,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/NEW MEXICO/003.jpg,NEW MEXICO,HHYL126,7,0.8528,,
354,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/NORTH DAKOTA/122.jpg,NORTH DAKOTA,CHV7600,7,0.9893,,
355,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/OKLAHOMA/063.jpg,OKLAHOMA,ZZG5231,7,0.9862,,
356,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/OREGON/007.jpg,OREGON,BBO0000,7,0.9008,,
357,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/RHODE ISLAND/088.jpg,RHODE ISLAND,MEE7444,7,0.9627,,
358,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/SOUTH CAROLINA/121.jpg,SOUTH CAROLINA,FKL2088,7,0.9708,,
